Company Name,Company Link,Location,Booth Number,Description
Armadillo SIA,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104156,"Mārupe, Latvia",3555,"Armadillo SIA designs and manufactures custom fiber optic assemblies for a wide range of photonics applications, including spectroscopy, biomedical, sensing, and laser delivery. Our capabilities span UV–IR fibers, Raman probes, and fused-end assemblies engineered for precision, performance, and durability. With manufacturing in Latvia and U.S. sales in California, we support researchers, OEMs, and system integrators worldwide."
"Arroyo Instruments, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103969,"San Luis Obispo, CA, United States",4728,
art photonics GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105471,"Berlin, Germany",1156,
"Artray Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105464,"Tokyo, Japan",3490,"Mainly for the development, manufacturing, sales of imaging-related devices and software. We also development serial interfaces, FPGA logic design and development for imaging applications. Our main products are SWIR cameras, UV cameras, CMOS cameras with USB interface."
Asahi Rubber Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105456,"Saitama, Japan",3393,"We are manufacture of the automotive rubber, optical peripheral components, medical parts and telecommunication products. Our strength is the advanced technical capabilities cultivated over many years in the area of rubber mixing, molding and processing technologies. We are also increasing customer satisfaction by flexibly responding to customer needs and developing the customizing products."
"Ascentta, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104748,"Somerset, NJ, United States",5441,"Ascentta offers high quality fiber optic solutions with a broad spectrum of components: circulators, isolators, FBG sensors, couplers, CWDMs, DWDMs, bandpass filters, and more. In addition, Ascentta specializes in custom design services for applications in communication, medicine, energy, and other fields. With products that operate from 400nm to 1700nm as free space or as fiber based (SM, PM, MM), Ascentta can provide a solution for you. Please visit ascentta.com or email sales@ascentta.com."
ASENSE,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104239,"el Prat de Llobregat, Spain",2348,
ASMPT Amicra GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104280,"Regensburg, Germany",4535,
"Aspen Systems, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103662,"Marlborough, MA, United States",5505,
"Asphera, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104076,"Santa Cruz, CA, United States",4533,Asphera’s mission is to bring inspiration and innovation to every lens design. The company was founded on a clear vision of bringing what might seem incredibly challenging into focus. Our company specializes in aspherical lenses which allow a wider field of view than a traditional lens. Our design and production teams are inspired to implement solutions to eliminate any headaches and frustrations when outsourcing. We also have a strong reputation with UV-IR (192nm to 50μm) components
asphericon GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104651,"Jena, Germany",4720,
"A-Star Photonics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103827,"Fuzhou, FJ, China",672,"A- Star Photonics Inc., specializes in Optical Lenses, Laser Crystals (BBO, LBO, etc.)& Customized Lens Assemblies, is a high-tech enterprise integrated R&D, manufacturing and selling. The biggest advantage of A-star is to have a strong team consist of experienced experts who are dedicated to photonics over 20 years. A-Star has four production lines at present including: Flat, Spherical, Crystal and Coating workshop. Please contact via sales06@astarphotonics.com if you need any support from us."
Atik Cameras Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104389,Portugal,3218,
Atik Cameras Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104390,"Santa Iria de Azóia, Portugal",8218,
ATL Lasertechnik GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105008,"Wermelskirchen, Germany",5625,
"Atom Computing, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=105466,"Boulder, CO, United States",500,"Atom Computing builds quantum computers using optically-trapped neutral atoms to create arrays of nuclear-spin qubits. We cool, trap, and control these qubits wirelessly using lasers. Our commercial platform, AC1000, harnesses the power of over 1,200 qubits to explore innovative quantum algorithms, pushing the boundaries of system performance and scale."
"Attain Optics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104107,"Fuzhou, FJ, China",4115,"Attain Optics, a leading global optical enterprise, integrating R&D, production, sales, and service, sets up its R&D center and production plant in Fuzhou, China. It’s a high-tech enterprise driven by technological innovation and certificated with quality management certifications as ISO9001, ISO14001, and IS045001. Main products: SWIR lens, line scan lens, FA lens, filter, prism, mirror, polarizer, window, lens, beam splitter... Being your strategic partner, let's do something amazing together."
attocube systems Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104208,"Berkeley, CA, United States",3242,"attocube offers cutting-edge components for nanoscale applications in research & industry. The business sector ‘Cryogenic Instruments’ includes nanopositioners, cryostats and microscopes for research in extreme environments, while ‘Nanoscale Analytics’ develops ultra-fast, high-resolution optical imaging and spectroscopy microscopes. With a strong focus on engineering applications, ‘Motion & Sensing’ offers high-precision motion and measuring devices for ambient and vacuum conditions."
AUREA TECHNOLOGY,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105689,"Besançon, France",5029,
"Avantes, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104292,"Lafayette, CO, United States",1156,
Avantier Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103888,"North Plainfield, NJ, United States",857,"Founded in 2000 with manufacturing in the USA, Avantier is a vertically integrated leader in high-precision custom optics, providing end-to-end solutions for complex optical challenges. From early-stage prototyping to full-scale production, we deliver exceptional quality, precision, and repeatability. Avantier is a trusted strategic partner for achieving the most demanding optical specifications with reliability and consistency."
Avantier Inc.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104449,"North Plainfield, NJ, United States",8220,"Avantier is a vertically integrated leader in high-precision custom optics, delivering end-to-end solutions for complex optical challenges. From prototyping to full-scale production, we ensure exceptional quality and repeatability. Serving aerospace, biomedical, life sciences, quantum computing, and other advanced technology sectors, Avantier is your trusted one-stop strategic partner for meeting the most stringent optical specifications with precision and reliability."
Avenir Photonics GmbH & Co. KG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105592,"Regensburg, Germany",4205,"With over 15 years of experience in integrated photonics, we design spectrometers offering a unique combination of technical performance, sophisticated software, flexibility and small size at an unprecedented price. We develop customized photonic engines that also include light sources, sampling optics and embedded evaluation software. These solutions specifically address the requirements of portable and industrial devices, bridging the gap between laboratory and field spectroscopy."
"Avo Photonics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103837,"Fort Washington, PA, United States",3327,"Avo provides Custom Design and Contract Manufacturing of Opto-Electronic Components. We enable companies to efficiently develop and sell photonic products by accelerating your ability to create, deliver and win. As your Packaging Partner, we speak photonics, from design to manufacturing. We have the tools, facilities and engineering power to take raw ideas and quickly turn them into commercially viable products. At each step in our process, you get a continuity of scientific oversight."
"Avo Photonics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103836,"Fort Washington, PA, United States",8327,"Avo Photonics is a trusted partner for medical device companies seeking high-performance optical solutions. Specializing in the design, development, and manufacturing of private-label opto-electronic systems, Avo brings deep expertise in the development and production of medical systems. Operating from a state-of-the-art ISO 13485:2016-certified facility, Avo also supports documentation required for FDA submissions. Precision, scalability, and regulatory insight to bring your vision to life."
Axetris AG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105111,"Kaegiswil, Switzerland",4141,"Axetris is a leading manufacturer of customized micro-optics and diffractive optical elements used in high-speed data/telecom transceivers/switches, 3D sensing and Lidar, both in discrete and integrated photonics approaches. We also offer wafer-level micro-fabrication and MEMS processes, which allow to add features for assembly and integration or as post-processing on customer CMOS wafers. We support you with highest quality from prototypes to high volumes out of our own fab in Switzerland."
Axiom Optics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105418,"Cambridge, MA, United States",849,
Axiom Optics,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105290,"Cambridge, MA, United States",8204,
Ayase America Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103677,"Walnut Creek, CA, United States",3373,"Ayase is dedicated to advancing laser technology and precision beam shaping. Our innovative solutions are designed to meet rigorous demands of industries from medical and industrial to scientific research. With a focus on excellence in beam shaping, we transform how light is controlled and applied, delivering reliable and precise outcomes. Whether you need advanced laser modules or custom beam shaping systems, Ayase is here to illuminate your path."
Ayase America Inc.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103675,"Walnut Creek, CA, United States",8373,"Ayase is dedicated to advancing laser technology and precision beam shaping. Our innovative solutions are designed to meet rigorous demands of industries from medical and industrial to scientific research. With a focus on excellence in beam shaping, we transform how light is controlled and applied, delivering reliable and precise outcomes. Whether you need advanced laser modules or custom beam shaping systems. Ayase is here to illuminate your path!"
"AZURE Photonics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104199,"Fuzhou, FJ, China",3313,
"AZURE Photonics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104200,"Fuzhou, FJ, China",8313,
Balluff Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105009,"Florence, KY, United States",6321,"Balluff is a global leader in automation, specializing in machine vision, sensors, networking, and traceability. We serve a wide range of industries, including automotive, packaging, life sciences, semiconductors, and general factory automation. Our advanced industrial cameras feature CMOS sensors and are available in GigE (1, 5, 10, & 25), USB3, and PCIe interfaces. We also offer models in the SWIR and UV spectra, with customization options to meet specific applicaitons."
Bandwidth10 Inc.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104182,"Berkeley, CA, United States",8579,
Bandwidth10 Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104181,"Berkeley, CA, United States",3579,
"Barnett Technical Services, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105505,"Elk Grove, CA, United States",2339,
Basler Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104408,"Exton, PA, United States",457,
BATOP GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105595,"Jena, Germany",4205,"BATOP is a leading manufacturer of ultrafast semiconductor optoelectronics devices with a wide expertise and experience in thin film technology based on molecular beam epitaxy and sputter coating. Our product portfolio includes non-linear optical components such as saturable absorbers in transmission or reflection, photoconductive antennas for terahertz generation and detection as well as turnkey THz spectrometers, picosecond microchip lasers and components for ultrafast fiber lasers."
