Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
2453,Alloy Enterprises Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101436"")","Alloy Enterprises is pioneering advancements in complex geometry and metal fabrication to transform thermal management. Leveraging our novel Stack ForgingTM process, Alloy produces complex, custom components that can double performance at the cost and scale of traditional manufacturing. By supplying whole solutions from design through end-use production components, Alloy can maximize value for its customers.","=HYPERLINK(""http://alloyenterprises.co"")","Alloy Enterprises Inc.  20 Blanchard Rd Ste 10  Burlington, MA  United States  01803-5155"
4528,"Alluxa, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102027"")","Alluxa designs and manufactures specialized optical filters and thin-film coatings for the most challenging applications in the industrial technology, life sciences, and semiconductor markets. Products are developed through a proprietary coating process using state-of-the-art, advanced equipment. Alluxa partners with customers across major end markets to provide customized, complex precision coating solutions through specialized technology platform and proprietary processes.","=HYPERLINK(""http://www.alluxa.com"")","Alluxa, Inc.  3660 N Laughlin Rd  Santa Rosa, CA  United States  95403-1027"
5522,Allwave Lasers Devices Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103358"")",No Description Found,"=HYPERLINK(""http://www.awlasers.com"")","Allwave Lasers Devices Inc  Flr 5, Comprehensive Bonded Zone  1 St Standard Factory  Xian, Shaanxi  China  710026"
1965,Alnair Labs Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102766"")",No Description Found,"=HYPERLINK(""http://www.alnair-labs.com"")","Alnair Labs Corp  Westside Gotanda 2F  6-2-7 Nishigotanda  Shinagawa-Ku, Tokyo  Japan  141-0031"
5029,ALOXTEC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103473"")",No Description Found,"=HYPERLINK(""http://www.aloxtec.com"")",ALOXTEC  73 D Rue Général Mangin  Grenoble  France  38100
3605,Alpes Lasers SA,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103557"")",The GLIDER mid-infrared external cavity is designed for single-mode operation with wide spectral tunability. It uses Alpes Lasers QCL or ICL broad gain chips which can cover up to 25% of their central wavelength selected in the range 3.2 microns to 13.7 microns. The system can combine up to four chips and includes drivers and software for a complete light source.,"=HYPERLINK(""http://www.alpeslasers.ch"")",Alpes Lasers SA  Ave des Pâquiers 1  St. Blaise  Switzerland  2072
5129,ALPhANOV,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103468"")",No Description Found,"=HYPERLINK(""http://www.alphanov.com/"")",ALPhANOV  Institut d'optique d'Aquitaine  rue François Mitterrand  Talence  France  33400
5029,ALPHA-RLH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103470"")",No Description Found,"=HYPERLINK(""http://www.alpha-rlh.com/eng"")",ALPHA-RLH  Institut d'Optique d'Aquitaine  rue François Mitterrand  Talence  France  33400
4817,Altechna UAB,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101794"")",No Description Found,"=HYPERLINK(""http://www.altechna.com"")","Altechna UAB  Savanoriu pr 176B  Vilnius, Vilnius m. sav.  Lithuania  03154"
"649, 657, 749","Altos Photonics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101804"")","Altos Photonics offers femtosecond, mode locked, and Q-switched lasers and tunable systems for research and industrial customers. Additional products include non-linear crystals (BBO, KTP, ZGP, KYW,KGW, etc.), optical mounts, USB-controlled stages, and other related products. Altos Photonics sells and services products from EKSPLA, EKSMA, Light Conversion & Standa.","=HYPERLINK(""https://www.altosphotonics.com/"")","Altos Photonics, Inc.  PO Box 967  Bozeman, MT  United States  59771"
5312,Aluvia Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103367"")",No Description Found,"=HYPERLINK(""http://www.aluviaphotonics.com"")",Aluvia Photonics B V  Drienerlolaan 5  Enschede  Netherlands  7522 NB
2649,Alysium-Tech Canada Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103415"")","Alysium-Tech Canada Corp. specializes in providing high-performance cable assemblies and connectors tailored to the unique needs of various industries. Our innovative solutions are designed to enhance industrial automation and machine vision applications. With a commitment to quality and customer satisfaction, we deliver reliable and efficient interconnect solutions that drive technological advancements. Partner with us to experience excellence in connectivity and support your project’s success.","=HYPERLINK(""http://www.alysium.com"")","Alysium-Tech Canada Corp.  480 University Ave Suite 1500  Toronto, ON  Canada  M5G 1V2"
5533,American Beryllia Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103290"")",No Description Found,"=HYPERLINK(""http://www.americanberyllia.com"")","American Beryllia Inc.  16 First Ave  Haskell, NJ  United States  07420"
234,"American Ctr. for Optics Manufacturing, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102611"")",No Description Found,"=HYPERLINK(""http://americom.org"")","American Ctr. for Optics Manufacturing, Inc.  PO Box 23473  Rochester, NY  United States  14692-3473"
2641,American Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103228"")",No Description Found,"=HYPERLINK(""http://www.americanphotonics.com"")","American Photonics  6621 19th St E  Sarasota, FL  United States  34243-4181"
2532,AMETEK Electronic Packaging,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103222"")",No Description Found,"=HYPERLINK(""http://www.ametekinterconnect.com"")","AMETEK Electronic Packaging  50 Welby Rd  New Bedford, MA  United States  02745-1100"
332,"AMETEK, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102342"")",No Description Found,"=HYPERLINK(""http://www.techmfg.com"")","AMETEK Inc  TMC  1100 Cassatt Rd  Berwyn, PA  United States  19312-1177"
4205,Amphos GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103171"")","AMPHOS develops and manufactures ultrashort pulsed lasers with world record parameters for advanced applications in science and materials processing. Based on the unique InnoSlab amplifier a broad parameter range is covered. Commercialized output power up to 600W, pulse duration down to 750 fs and energy up to 20 mJ are within our product portfolio. AMPHOS is part of the TRUMPF group since 2018 and has established a vertical integration for all main components.","=HYPERLINK(""http://www.amphos.de"")",Amphos GmbH  Kaiserstr 100  Herzogenrath  Germany  52134
4119,Ampliconyx Oy,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102959"")",No Description Found,"=HYPERLINK(""http://ampliconyx.com"")",Ampliconyx Oy  Korkeakoulunkatu 1  Tampere  Finland  33720
527,Amplitude Laser Group,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101537"")","Amplitude Laser Group is a global leader in ultrafast laser design and manufacturing, driving advances in industrial processing, medical technology, and scientific research. With 20+ years of expertise, Amplitude offers a range of lasers, including diode-pumped, fiber femtosecond, and high-intensity Ti-Sapphire systems. Known for precision, power, and reliability, Amplitude is dedicated to innovation and the highest quality standards.","=HYPERLINK(""http://www.amplitude-laser.com"")",Amplitude Laser Group  Cite de la Photonique  11 Avenue de Canteranne  Pessac  France  33600
5413,ams OSRAM AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101784"")",No Description Found,"=HYPERLINK(""http://ams-osram.com"")",ams OSRAM AG  Tobelbader Straße 30  Unterpremstätten-Zettling  Austria  8141
2027,"Analog Modules, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101887"")","Founded in 1979, Analog Modules, Inc. designs & manufactures a wide range of electronic products primarily for laser & electro-optics industries. AMI's products serve in military, medical, scientific & industrial applications. Laser electronic products include laser diode drivers, pulsed flashlamp drivers, cap charging power supplies, simmer supplies, Pockels cell & CW arc lamp drivers. AMI also offers a line of sensors & amplifiers, including rangefinder receivers & laser spot trackers.","=HYPERLINK(""http://www.analogmodules.com"")","Analog Modules, Inc.  126 Baywood Ave  Longwood, FL  United States  32750-3426"
141,Andon Electronics Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102829"")","Andon Electronics makes innovative precision sockets used in the placement of image sensors, optoelectronic sensors, and other electronic devices onto PC boards. Leading makers and assemblers of cameras, laser systems and other photonics products use Andon sockets to avoid the device damage and solder cracking associated with soldering these valuable devices directly to the PCB...provide an easy way to replace faulty or obsolete devices in the field...and surface mount through-hole devices.","=HYPERLINK(""http://www.andonelect.com"")","Andon Electronics Corp.  4 Court Dr  Lincoln, RI  United States  02865-4203"
3242,Andover Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101356"")","Andover Corporation is a leader in the design and manufacture of optical filters and coatings, excelling in first-surface hard coat, assembled coatings, and hybrid solutions, with superior quality and short lead times. As a vertically integrated company, we manage every step from design and fabrication to metrology, ensuring seamless project execution. We offer custom-crafted solutions with no minimum order quantities, serving diverse markets such as defense, medical devices, and astronomy.","=HYPERLINK(""http://www.andovercorp.com"")","Andover Corp.  4 Commercial Dr  Salem, NH  United States  03079-2800"
5622,"Anshan Hongdun Security Alarm Equipment Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103323"")","Anshan Hongdun Safety Alarm Equipment Co., Ltd.is a renowned Chinese corporate group. The company specializes in producing intelligent sound and light alarms，industrial safety alarms,industrial IoT intelligent safety systems, Artificial Intelligence (Al)-based machine vision systems, communication equipment, industrialsafety automation, intelligent railway crossing alarm systems, and crane safety monitoring systems.","=HYPERLINK(""http://www.hongdunalarm.com"")","Anshan Hongdun Security Alarm Equipment Co., Ltd.  No. 6 Guangxin Road, Lishan District  Anshan, LN  China  114000"
3216,"Anson Optical Products Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102276"")","Anson Optical Products Co Ltd., as one of the trusted name of optics and are specialized in plastic optical components from optics design, prototype making, tooling fabrication, precision molding to assembly. Our experienced work team features states-of-art molding technology and have capability for supplying custom-designed molded,aspheric, cylindrical surfaces components, modules and mirrors.","=HYPERLINK(""http://www.ansonoptical.com.hk"")","Anson Optical Products Co., Ltd.  Rm 708, Decca Ind Ctr  12 Kut Shing St  Chaiwan  Hong Kong, China"
1455,"Ansys, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102136"")",No Description Found,"=HYPERLINK(""http://www.ansys.com"")","Ansys Inc  2600 Ansys Dr  Canonsburg, PA  United States  15317-0404"
554,AOM - Arizona Optical Metrology LLC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102017"")","AOM - Arizona Optical Metrology provides measurement solutions for optical surfaces and systems. Forged by decades of practical experience, we efficiently perform engineering and manufacture custom products for optical surface measurement, precision alignment, and optical system metrology. Our most popular products are the computer-generated hologram (CGH) null correctors for interferometric measurement of aspheric surfaces and software for processing interferometric data.","=HYPERLINK(""http://aom.us"")","Arizona Optical Metrology LLC  2460 W Ruthrauff Rd Ste 100  Tucson, AZ  United States  85705-1953"
5523,A-One Technology Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103482"")","A-ONE Technology LTD was established in 2006. In 2015, factories were set up in Zhuhai. A-ONE is dedicated to providing advanced optical fiber and photoelectric solutions to cooperative partners. It makes contributions to the construction of optical fiber networks and data center networks by offering high-quality products and efficient services. A-ONE continuously enhances its capabilities to provides customers with products and services that feature reasonable costs and optimal performance.","=HYPERLINK(""http://www.a-onehk.com"")","A-One Technology Ltd.  Rm 02, 5/F, LOT 3, NO. 6 Jinyuan 1st Rd, Gaoxin  Zhuhai, GD  China  519085"
3359,"APE Applied Physics and Electronics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101785"")","Our portfolio includes, but is not limited to, ultrafast test/measurement instruments and wavelength tunable laser systems. APE products are used worldwide in research and industrial applications in markets such as medical imaging, semiconductor and bio- conversion is accomplished with OPO (Optical Parametric Oscillator), OPA (Optical Parametric Amplifier) and harmonics generation systems. Combination of these devices enables a spectral range of less than 200nm to about 20µm.","=HYPERLINK(""http://www.ape-america.com"")","APE Applied Physics and Electronics, Inc.  27119 NE Bradford Rd  Vancouver, WA  United States  98682-9647"
4728,Aperture Optical Sciences Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102071"")",No Description Found,"=HYPERLINK(""http://www.apertureos.com"")","Aperture Optical Sciences Inc  170 Pond View Dr  Meriden, CT  United States  06450-7142"
5129,APEX Technologies,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103477"")","Since 2001, APEX Technologies has focused on developing and manufacturing innovative ultra high performance test equipment intended for fiber optic telecommunications research. Since introducing the world’s first commercially available ultra high resolution Optical Spectrum Analyzer, APEX Technologies has also been dedicated to the continued development of the optical measurement area. Our experience means we know that innovations never cease, this is why we are driven by the “knowledge is power","=HYPERLINK(""http://www.apex-t.com"")",APEX Technologies  9 B rue Marin Angiboust  Marcoussis  France  91460
2055,APM Technica AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102205"")","Thanks to decades of experience and continuous innovation in the areas of process optimization and assembly methods, APM Technica AG relies on sound know-how. Regardless of whether you need assembly in a clean room, the finest soldering processes or high-performance bonding processes, we offer a wide range of manufacturing processes. APM Technica AG is present in the medical technology, aerospace, automotive and equipment & apparatus engineering industries.","=HYPERLINK(""http://www.apm-technica.com"")",APM Technica AG  Max-Schmidheiny-Strasse 201  Heerbrugg  Switzerland  9435
3329,"Apollo Optical Systems, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101515"")","Manufacturer of custom precision optical components specializing in Injection molded polymer optics and single point diamond turning, both in prototype and production volumes. In-house capabilities include injection molding, SPDT, extensive metrology, coating, optical/mechanical design and engineering. AOS specializes in design and manufacturing of diffractive and refractive optics.","=HYPERLINK(""http://www.apollooptical.com"")","Apollo Optical Systems, Inc.  925 John St  West Henrietta, NY  United States  14586-9780"
226,"Applied Image, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101919"")","Custom and off-the-shelf precision-imaged optical components, test targets & charts, calibration standards, and photo-masks to support a range of industry applications and light-based technologies, along with dicing and laser cutting/marking services. We collaborate with our customers to support the design, fabrication, evaluation, and calibration of photonics-based systems for improving product performance, first-time quality, and compliance. Rapid prototypes to production scale solutions.","=HYPERLINK(""http://www.appliedimage.com"")","Applied Image, Inc.  1653 E Main St Ste 1  Rochester, NY  United States  14609-7090"
